NU_INSCRICAO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
2,10E+11;2;F;1;3;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;437.5;477.7;513.1;575.1;0;1;120;200;120;160;180;780;B
2,10E+11;13;F;1;3;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;492.4;577.4;553.9;606.5;1;1;100;40;40;120;40;340;A
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;A
2,10E+11;6;M;1;2;1;1;2;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;2;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;426.8;475;410;399.1;1;1;100;120;120;120;60;520;A
2,10E+11;7;M;1;3;1;1;5;1;;0;;;;;3205309;Vitória;32;ES;;;;0;1;1;0;;578.2;544.6;;1;1;100;120;80;100;60;460;B
2,10E+11;4;F;1;5;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;491;568.6;562.7;514.1;0;1;140;160;160;140;180;780;B
2,10E+11;6;F;1;3;1;1;4;1;;0;;;;;3201506;Colatina;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;557.5;523.7;511.4;584;1;1;120;140;120;100;120;600;B
2,10E+11;12;M;1;3;1;1;15;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;547.9;534;524.9;638.6;0;1;120;200;140;160;200;820;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3204708;São Gabriel da Palha;32;ES;;;;1;1;1;1;386.1;570.2;520.5;410.9;1;1;120;160;120;140;100;640;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3205002;Serra;32;ES;;;;1;1;1;1;423.8;486.3;524.4;397.8;0;1;160;180;120;120;120;700;B
2,10E+11;5;F;1;3;1;2;0;2;1;0;3201506;Colatina;32;ES;3201506;Colatina;32;ES;1;2;1;1;1;1;1;493.3;506.6;450.7;437.4;0;1;120;160;100;120;140;640;B
2,10E+11;5;M;1;2;1;1;2;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;496.8;548.2;466.7;517.8;0;1;100;120;120;120;100;560;B
2,10E+11;2;F;1;1;1;2;0;3;1;0;;;;;3201506;Colatina;32;ES;;;;1;1;1;1;543.5;592.4;589.1;717.3;0;1;120;200;160;160;200;840;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3205002;Serra;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;429.5;501.5;473;437.8;0;1;120;160;120;120;120;640;B
2,10E+11;2;F;1;3;1;3;0;1;;1;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;685.6;703.9;669.7;744.1;0;1;140;200;160;180;200;880;B
2,10E+11;6;F;1;1;1;1;4;1;;0;;;;;3203007;Iúna;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3201407;Castelo;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;1;1;2;0;2;1;0;3202603;Iconha;32;ES;3200409;Anchieta;32;ES;2;1;1;1;1;1;1;538.1;589.2;566.3;614.9;1;1;160;200;140;200;180;880;B
2,10E+11;7;F;1;1;1;1;0;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3201902;Domingos Martins;32;ES;;;;1;1;1;1;442.6;532.1;555.6;424.9;0;1;120;120;120;120;120;600;B
2,10E+11;11;F;2;3;1;1;0;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;492.4;511.9;563.5;431.4;1;1;120;120;80;100;20;440;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;1;1;1;1;1;1;1;600.5;633.4;643.1;767.7;0;1;160;180;140;160;180;820;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;492.4;512.2;476;491.9;0;1;120;160;120;140;80;620;B
2,10E+11;3;F;1;3;1;1;1;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;448.1;533.5;473.6;447.8;0;1;120;60;120;120;120;540;B
2,10E+11;13;M;0;3;1;2;0;2;;0;;;;;3205002;Serra;32;ES;;;;0;1;1;0;;559.7;607.3;;1;1;100;100;80;120;20;420;B
2,10E+11;4;M;1;1;1;1;1;1;;0;;;;;3202306;Guaçuí;32;ES;;;;1;1;1;1;552.7;523.5;523.7;564.8;1;1;120;200;160;140;140;760;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;6;M;1;3;1;1;4;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;603;601.2;562.6;707.5;0;1;160;180;180;160;200;880;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;548.9;491;356.8;527.3;0;1;120;160;120;120;80;600;B
2,10E+11;8;F;1;2;1;1;6;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;497.9;573.2;575.8;583.6;0;1;180;180;160;180;160;860;B
2,10E+11;8;F;1;1;1;1;5;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;11;F;1;2;1;1;0;1;;0;;;;;3204906;São Mateus;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3200409;Anchieta;32;ES;;;;1;1;1;1;455.2;573.7;509.8;547.1;1;1;120;120;120;120;100;580;B
2,10E+11;8;F;1;2;1;1;0;1;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;3;4;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;531.8;445.3;607.5;593.4;1;1;160;120;140;120;140;680;B
2,10E+11;7;F;1;1;1;1;5;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;562.4;625.6;566.3;515.2;1;1;140;200;160;200;200;900;B
2,10E+11;13;M;3;2;1;1;16;1;;0;;;;;3200904;Barra de São Francisco;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;A
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3200805;Baixo Guandu;32;ES;;;;1;1;1;1;514.9;556.7;600.5;703.7;0;1;160;200;180;180;200;920;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;3201506;Colatina;32;ES;3200805;Baixo Guandu;32;ES;1;1;1;1;1;1;1;553.4;648.9;640.9;632;0;1;160;180;140;160;140;780;B
2,10E+11;11;F;2;3;1;1;11;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;484.2;547.5;508.1;379;0;1;100;40;40;120;40;340;B
2,10E+11;5;M;1;3;1;1;3;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;449.2;501.5;514.4;512.3;0;1;120;140;100;120;140;620;B
2,10E+11;2;F;1;2;1;2;0;3;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;480.4;616.2;574.8;593.1;1;1;160;200;160;180;160;860;B
2,10E+11;4;F;1;2;1;1;1;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;499;523.8;552.3;432.8;1;1;80;120;120;120;120;560;B
2,10E+11;8;F;1;3;1;1;3;1;;0;;;;;3205010;Sooretama;32;ES;;;;0;1;1;0;;598.1;556.7;;1;1;120;120;120;140;160;660;B
2,10E+11;11;M;2;3;1;1;0;1;;0;;;;;3201506;Colatina;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;408.4;526.1;539.4;448.7;1;1;120;160;140;120;100;640;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;2;1;1;1;1;1;479.2;577;513.7;474.3;1;1;160;200;160;160;160;840;B
2,10E+11;5;F;1;1;1;1;3;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;526.6;526;558;511.3;1;1;120;160;120;120;120;640;B
2,10E+11;3;F;1;1;1;1;1;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;464.8;588.8;429.5;516.5;0;1;140;200;120;120;120;700;B
2,10E+11;3;F;1;2;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;452.9;411.1;445.3;398.6;1;1;120;40;40;120;0;320;A
2,10E+11;4;F;1;5;1;2;0;2;1;0;;;;;3204906;São Mateus;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;11;F;0;1;1;1;13;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;491.4;457.5;386.2;389.8;1;1;120;180;100;120;100;620;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3204104;Pinheiros;32;ES;3204104;Pinheiros;32;ES;2;1;1;1;1;1;1;398;382.6;380.7;511.1;0;1;120;120;100;100;120;560;B
2,10E+11;3;F;1;2;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;473;588.9;529.2;636.5;1;1;160;180;140;120;120;720;B
2,10E+11;9;F;1;1;1;1;7;1;;0;;;;;3200904;Barra de São Francisco;32;ES;;;;1;1;1;1;494.1;527.5;507.3;418.1;1;1;80;120;40;120;120;480;B
2,10E+11;12;M;1;2;1;1;16;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;M;0;5;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;429.7;462.1;471.3;463.7;0;1;120;80;120;120;0;440;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;546.2;553.4;494.2;612.6;1;1;160;160;160;180;160;820;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;1;1;1;1;409.5;472.2;417.1;484;1;1;120;160;120;140;140;680;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;400.4;511.8;379.2;421.4;1;1;100;140;120;120;120;600;B
2,10E+11;5;F;1;3;1;1;3;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;592.1;569.3;550.7;620.9;0;1;140;200;120;160;180;800;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3200607;Aracruz;32;ES;3200607;Aracruz;32;ES;2;1;1;0;1;1;0;;495.6;460.5;;1;1;100;120;120;140;120;600;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;2;1;1;1;1;1;393;426.1;535.1;471.9;0;1;120;120;100;120;80;540;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;1;1;1;1;382.3;392.2;320.8;395.4;1;1;80;100;80;120;60;440;B
2,10E+11;11;F;2;3;1;1;8;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;556.4;537.5;502.2;404.7;1;1;100;120;120;120;100;560;B
2,10E+11;12;F;1;3;1;1;16;1;;0;;;;;3202306;Guaçuí;32;ES;;;;1;1;1;1;544.3;567.7;458.3;472.8;1;1;160;180;140;180;160;820;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3204906;São Mateus;32;ES;3204906;São Mateus;32;ES;2;1;1;0;1;1;0;;490.9;562.5;;1;1;140;120;120;140;120;640;B
2,10E+11;5;F;1;3;1;1;2;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;489.1;537.4;540.2;541.1;1;1;120;200;100;120;120;660;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3203320;Marataízes;32;ES;;;;1;1;1;1;420.3;567.1;600.7;648.7;0;1;160;200;160;180;180;880;B
2,10E+11;11;F;1;4;1;1;13;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;524.9;492.2;526.9;508.9;0;1;120;120;100;120;100;560;B
2,10E+11;4;M;1;2;1;2;0;2;1;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;460.6;571.8;582;557.1;0;1;120;200;120;120;140;700;B
2,10E+11;8;F;1;1;1;1;6;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;462.2;606.8;580.9;483.3;1;1;140;200;180;200;200;920;B
2,10E+11;5;F;1;1;1;1;2;1;;0;;;;;3203007;Iúna;32;ES;;;;1;1;1;1;497.8;617.7;604.2;608.4;0;1;160;200;180;180;200;920;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;438.8;481;503.8;575.2;1;1;140;120;120;120;120;620;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;2;1;1;1;1;1;474.8;609.4;552.2;631.7;0;1;120;200;140;200;200;860;B
2,10E+11;4;F;1;1;1;1;2;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;1;1;0;;596;539.3;;0;1;140;180;160;160;180;820;B
2,10E+11;11;F;1;2;1;1;13;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;472.8;464.2;365;444.7;0;1;100;120;100;100;120;540;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3200607;Aracruz;32;ES;3200607;Aracruz;32;ES;2;1;1;1;1;1;1;500.5;616;574.4;538.4;0;1;140;120;120;120;100;600;B
2,10E+11;6;F;1;2;1;1;3;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;425.4;583.2;548.6;573;0;1;160;40;40;200;40;480;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;1;1;1;1;533.8;572.7;597.9;506;1;1;180;120;160;180;140;780;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205101;Viana;32;ES;;;;1;1;1;1;410.1;495.3;417.6;623.2;0;1;160;200;180;200;180;920;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;436.7;527.7;425.3;570.6;0;1;120;120;120;120;100;580;B
2,10E+11;3;F;1;1;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;609.6;611.5;628.5;643.8;1;1;160;200;180;180;180;900;B
2,10E+11;3;F;1;1;1;1;1;1;;0;;;;;3200409;Anchieta;32;ES;;;;0;1;1;0;;579.2;565.7;;1;1;140;200;140;160;180;820;B
2,10E+11;4;F;1;3;2;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;554.6;581.9;550.5;631.1;0;1;100;120;120;120;140;600;B
2,10E+11;2;M;1;3;1;3;0;1;;1;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;442.4;453.2;480;469.1;0;1;120;140;120;120;0;500;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;514.7;606;601.6;680.5;0;1;160;180;140;180;180;840;B
2,10E+11;3;F;1;3;1;2;0;3;1;0;3205309;Vitória;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;677;746.8;610.5;778.9;0;1;160;200;160;160;160;840;B
2,10E+11;12;M;1;3;1;2;0;2;;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;488.4;580;567.6;430.7;0;1;120;120;100;120;120;580;B
2,10E+11;9;F;1;1;1;1;6;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;;;;;3204906;São Mateus;32;ES;;;;0;1;1;0;;469.3;416.2;;1;1;100;120;80;120;80;500;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3202702;Itaguaçu;32;ES;3204559;Santa Maria de Jetibá;32;ES;2;1;1;1;1;1;1;469.2;482.8;440.5;445.5;1;1;120;120;120;140;100;600;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;1;1;1;1;461.3;492.7;475.3;382.7;1;1;140;100;120;120;120;600;B
2,10E+11;8;M;1;0;1;1;4;1;;0;;;;;3202801;Itapemirim;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3202306;Guaçuí;32;ES;3202306;Guaçuí;32;ES;2;1;1;1;1;1;1;485;385.8;384.4;529.7;0;1;80;180;120;120;100;600;B
2,10E+11;7;M;1;2;1;1;3;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3200805;Baixo Guandu;32;ES;;;;1;1;1;1;429.3;555.7;619;668.5;0;1;120;200;120;160;160;760;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3201407;Castelo;32;ES;3201407;Castelo;32;ES;2;1;1;1;1;1;1;512.6;509.4;531.1;483.6;0;1;120;160;120;120;140;660;B
2,10E+11;13;F;2;3;1;1;16;1;;0;;;;;3200607;Aracruz;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;8;F;0;3;1;1;5;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;2;1;2;0;2;1;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;498.3;424.7;509.9;473.9;0;1;120;160;120;160;120;680;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;6;M;1;2;1;1;3;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;5;M;1;3;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;527.2;483.1;536.2;540.7;0;1;120;120;120;100;160;620;B
2,10E+11;3;F;1;2;1;1;1;1;;0;;;;;3203007;Iúna;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;M;1;3;1;3;0;1;;1;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;469.6;463.6;474.6;493.6;0;1;120;120;100;120;80;540;B
2,10E+11;2;M;1;1;1;2;0;2;1;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;F;1;1;1;1;2;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;496.2;540;525.9;433.7;0;1;160;200;160;160;200;880;B
2,10E+11;3;F;0;1;1;1;1;1;;0;;;;;3204559;Santa Maria de Jetibá;32;ES;;;;1;1;1;1;536.4;564.9;556;587.4;0;1;140;200;120;180;160;800;A
2,10E+11;10;F;0;2;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;14;F;2;3;1;1;14;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;459.5;428.6;494.2;394.5;0;1;100;120;100;100;0;420;B
2,10E+11;8;F;1;2;1;1;4;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;1;1;0;;474.6;507.3;;1;1;100;40;40;120;40;340;B
2,10E+11;2;M;1;1;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;614.9;626.1;574.1;704.2;0;1;160;200;160;180;180;880;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;483.7;571.1;581.1;611.8;1;1;120;120;120;120;120;600;B
2,10E+11;3;M;1;0;1;2;0;3;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;627.7;647.6;589.1;866.4;0;1;140;200;140;160;140;780;B
2,10E+11;19;F;2;1;1;1;16;1;;0;;;;;3201506;Colatina;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;A
2,10E+11;12;M;2;3;1;1;11;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;469.4;482.2;355.9;459.5;1;1;100;120;100;120;60;500;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3203163;Laranja da Terra;32;ES;3200102;Afonso Cláudio;32;ES;2;1;1;1;1;1;1;451.4;465.3;447.3;350.8;0;1;80;120;100;100;80;480;B
2,10E+11;11;F;1;3;1;1;10;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;429.7;447.4;472.8;529.8;1;1;140;120;120;160;120;660;B
2,10E+11;12;F;2;3;1;1;0;1;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;;;;;3200607;Aracruz;32;ES;;;;0;1;1;0;;588.8;566.9;;0;1;120;120;120;140;120;620;B
2,10E+11;9;F;1;2;1;1;5;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;528.8;648.4;608.4;660.4;1;1;180;200;160;200;200;940;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;508.3;487.6;578.4;478.8;1;4;0;0;0;0;0;0;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;417.3;496.5;493.7;482.1;1;1;100;120;100;140;140;600;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3205069;Venda Nova do Imigrante;32;ES;3205069;Venda Nova do Imigrante;32;ES;1;1;1;1;1;1;1;550.2;574.6;601.2;510.8;1;1;120;200;140;140;140;740;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;1;1;2;0;2;1;0;3202405;Guarapari;32;ES;3202405;Guarapari;32;ES;1;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;5;F;1;4;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3201803;Divino de São Lourenço;32;ES;3202306;Guaçuí;32;ES;2;1;1;1;1;1;1;541.1;636.2;578.5;722.8;0;1;160;120;140;180;160;760;B
2,10E+11;3;F;1;2;1;1;1;1;;0;;;;;3202108;Ecoporanga;32;ES;;;;1;1;1;1;446.1;453.1;450.4;491.6;1;1;160;200;120;140;100;720;A
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205069;Venda Nova do Imigrante;32;ES;3205069;Venda Nova do Imigrante;32;ES;1;1;1;1;1;1;1;570.2;664;572.1;731.7;1;1;140;200;180;160;200;880;B
2,10E+11;6;M;1;3;1;1;3;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;456.9;547.4;528.2;461.8;0;1;120;120;120;100;100;560;B
2,10E+11;2;M;1;2;1;2;0;2;1;0;3203304;Mantenópolis;32;ES;3200904;Barra de São Francisco;32;ES;2;1;1;1;1;1;1;543.3;506;495.9;502.1;1;1;140;160;120;160;180;760;B
2,10E+11;16;M;1;3;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;537.2;419;392;445.1;0;1;80;40;40;80;0;240;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;12;F;1;1;1;1;16;1;;0;;;;;3204609;Santa Teresa;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3203502;Montanha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;6;M;1;1;1;1;2;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;9;M;1;1;1;1;0;1;;0;;;;;3202306;Guaçuí;32;ES;;;;1;1;1;1;543.9;565.8;545;373.9;0;1;100;140;120;140;140;640;B
2,10E+11;6;F;2;3;1;2;0;2;;0;;;;;3203205;Linhares;32;ES;;;;0;1;1;0;;560.8;574.6;;0;1;120;160;120;120;100;620;B
2,10E+11;4;F;1;3;1;1;2;1;;0;;;;;3200904;Barra de São Francisco;32;ES;;;;1;1;1;1;420.3;595.6;588.5;683.6;1;1;160;200;200;200;200;960;B
2,10E+11;6;F;1;2;1;1;3;1;;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;454.9;497.7;525.5;499.3;1;1;100;180;100;120;20;520;B
2,10E+11;5;F;1;3;1;2;0;2;1;0;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;A
2,10E+11;3;F;1;2;1;1;1;1;;0;;;;;3203403;Mimoso do Sul;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;503;529;474.1;629.9;0;1;120;120;120;120;160;640;B
