NU_INSCRICAO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
2,10E+11;6;M;2;3;1;1;5;1;;0;;;;;3205010;Sooretama;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;13;F;3;3;1;1;1;1;;0;;;;;3201506;Colatina;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;13;F;3;3;2;1;0;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;483.9;493;478.3;549.2;1;1;120;200;120;120;120;680;B
2,10E+11;13;M;1;3;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;5;M;1;1;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;538.8;515;512.5;666.4;0;1;120;120;120;120;100;580;B
2,10E+11;2;M;1;3;1;2;0;3;1;0;;;;;3203130;João Neiva;32;ES;;;;1;1;1;1;536.1;593.5;559.5;563.8;0;1;140;200;180;160;160;840;B
2,10E+11;6;M;1;3;1;1;2;1;;0;;;;;3205101;Viana;32;ES;;;;1;1;1;1;702.1;720;632;819.5;0;1;160;200;180;200;200;940;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;11;M;1;2;1;1;0;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;399.8;449;537.6;395.2;0;1;80;140;80;100;60;460;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3203056;Jaguaré;32;ES;3203056;Jaguaré;32;ES;2;1;1;1;1;1;1;516.1;560.6;536.4;517.8;1;1;180;200;140;160;160;840;B
2,10E+11;3;M;1;1;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;529.7;521.9;551.8;561.5;0;1;120;120;120;120;40;520;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;546.3;566.6;527.6;503.3;1;1;100;120;120;80;140;560;B
2,10E+11;4;M;1;3;1;2;0;2;1;0;3200409;Anchieta;32;ES;3200409;Anchieta;32;ES;2;1;1;1;1;1;1;441.7;563;515;487.7;1;1;80;120;100;120;80;500;B
2,10E+11;2;M;1;1;4;2;0;2;1;0;3200359;Alto Rio Novo;32;ES;3201506;Colatina;32;ES;2;1;1;1;1;1;1;481.2;521.6;512.6;633.4;0;1;120;120;120;120;120;600;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;3204906;São Mateus;32;ES;3204906;São Mateus;32;ES;2;1;1;1;1;1;1;496;492.6;523.1;449.5;0;1;120;160;120;120;140;660;B
2,10E+11;5;F;1;2;1;1;2;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3202108;Ecoporanga;32;ES;3202108;Ecoporanga;32;ES;2;1;1;1;1;1;1;501.3;591.9;607.1;413.7;0;1;100;180;120;140;140;680;A
2,10E+11;3;M;1;1;1;2;0;2;1;0;3200359;Alto Rio Novo;32;ES;3201506;Colatina;32;ES;2;1;1;1;1;1;1;533.7;416;400.1;390.1;1;3;0;0;0;0;0;0;B
2,10E+11;1;M;1;1;1;3;0;1;;1;;;;;3203403;Mimoso do Sul;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;10;M;1;1;1;1;7;1;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;M;1;3;1;2;0;2;1;0;3200409;Anchieta;32;ES;3200409;Anchieta;32;ES;2;1;1;1;1;1;1;424;498.1;322.3;449.3;1;1;80;120;80;100;100;480;B
2,10E+11;5;F;1;1;1;1;3;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;551.1;650.8;581.9;736.1;1;1;160;200;200;200;200;960;B
2,10E+11;1;M;1;1;1;3;0;1;;1;;;;;3204609;Santa Teresa;32;ES;;;;1;1;1;1;472.6;657.2;581.3;642.9;0;1;160;40;120;120;160;600;B
2,10E+11;1;M;1;3;1;3;0;1;;1;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;470.3;512.7;467.2;545.3;0;1;120;120;120;120;60;540;B
2,10E+11;4;F;2;3;1;1;1;1;;0;;;;;3203205;Linhares;32;ES;;;;0;1;1;0;;406.7;463.5;;1;1;100;40;40;80;0;260;B
2,10E+11;7;F;1;3;2;1;5;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;10;F;1;1;1;1;8;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;732.4;690.3;643.1;834;1;1;160;200;180;200;200;940;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;535.3;591.5;557;508.8;1;1;120;140;120;120;120;620;B
2,10E+11;7;F;1;1;1;1;0;1;;0;;;;;3200607;Aracruz;32;ES;;;;1;1;1;1;497.4;480.5;461.8;409.1;0;1;100;120;120;120;0;460;B
2,10E+11;3;F;1;3;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;563.9;535.7;609.9;713.6;0;1;160;200;140;180;200;880;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;443.4;527.5;413.4;643.4;0;1;160;200;180;200;200;940;B
2,10E+11;4;F;1;1;2;2;0;2;1;0;;;;;3201902;Domingos Martins;32;ES;;;;1;1;1;1;485.1;497.9;513.2;518.4;0;1;140;200;160;160;160;820;B
2,10E+11;11;F;3;3;1;1;12;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3200169;Água Doce do Norte;32;ES;3200169;Água Doce do Norte;32;ES;2;1;1;1;1;1;1;505.4;438.4;498.8;462.4;0;1;120;120;120;120;80;560;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3200359;Alto Rio Novo;32;ES;3201506;Colatina;32;ES;2;1;1;1;1;1;1;391.2;539.4;519.3;453.3;0;1;160;180;160;180;120;800;B
2,10E+11;4;M;1;1;1;2;0;2;;0;3205200;Vila Velha;32;ES;3202405;Guarapari;32;ES;2;1;1;1;1;1;1;573.8;564.4;586.7;595.3;0;1;80;120;120;100;120;540;B
2,10E+11;15;F;1;1;1;1;16;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;479.7;598.8;528.7;468;1;1;160;200;160;140;120;780;B
2,10E+11;2;F;1;2;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;459.7;582.9;576.9;466.9;0;1;100;180;120;140;140;680;B
2,10E+11;12;F;1;2;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;449.9;561.6;505.4;356.6;1;1;80;80;100;80;80;420;B
2,10E+11;6;F;1;3;1;1;3;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;541.5;575;551.5;653.2;0;1;160;200;180;200;200;940;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;1;1;1;1;569.1;562.6;432.7;588.3;1;1;140;200;120;160;200;820;B
2,10E+11;18;F;1;3;1;1;0;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;517;398.6;512.5;407.1;1;1;120;120;100;140;120;600;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;457;532.5;418.8;510.1;1;1;120;180;120;120;180;720;B
2,10E+11;9;F;1;1;1;1;6;1;;0;;;;;3200805;Baixo Guandu;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3203502;Montanha;32;ES;;;;1;1;1;1;501;473.9;488.6;555.2;0;1;120;120;120;140;140;640;B
2,10E+11;5;F;1;3;1;1;1;1;;0;;;;;3203130;João Neiva;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;M;1;1;1;2;0;2;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;1;2;1;1;1;1;1;660.8;680.1;595.1;737.8;0;1;120;180;120;120;160;700;B
2,10E+11;6;M;1;1;1;1;3;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;568.6;584;543.3;681.9;0;1;120;120;100;100;60;500;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;418.9;523.1;526.3;486.4;0;1;120;120;80;100;40;460;B
2,10E+11;7;M;1;3;1;1;4;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;415.9;469;467.4;438.3;0;1;120;120;120;160;120;640;B
2,10E+11;9;F;1;3;2;1;7;1;;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;514.2;514.3;403.5;384;1;1;140;180;120;140;120;700;B
2,10E+11;13;F;2;3;1;1;0;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;418;457.1;462.8;470;1;1;120;40;40;80;40;320;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3201407;Castelo;32;ES;;;;1;1;1;1;571;592.2;571.7;622;0;1;120;140;120;120;200;700;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;M;1;1;1;2;0;2;;0;3201506;Colatina;32;ES;3201506;Colatina;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3202405;Guarapari;32;ES;;;;0;1;1;0;;527.1;582.4;;0;1;140;200;120;120;140;720;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3203007;Iúna;32;ES;3203007;Iúna;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;M;1;3;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;679.9;712.6;623.1;791.4;0;1;160;200;200;200;200;960;B
2,10E+11;4;F;1;2;1;2;0;2;1;0;3200201;Alegre;32;ES;3203007;Iúna;32;ES;1;1;1;1;1;1;1;470.2;533.7;483;442.2;1;1;100;120;120;120;120;580;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;486.3;519.9;562.9;593.6;0;1;120;200;140;120;200;780;B
2,10E+11;2;F;1;1;1;2;0;3;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;472.2;618.4;615.8;626.6;0;1;160;200;180;200;200;940;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3202405;Guarapari;32;ES;3202405;Guarapari;32;ES;2;1;1;1;1;1;1;565.1;619.2;619.3;639.8;0;1;140;160;160;180;200;840;B
2,10E+11;15;F;2;0;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;428;526.6;464.4;430.6;1;1;120;120;100;120;100;560;A
2,10E+11;2;F;1;3;1;3;0;1;;1;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;384.6;514.1;437.9;444.9;0;3;0;0;0;0;0;0;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;560.1;570.7;581.3;744.7;0;1;140;180;120;120;120;680;B
2,10E+11;8;F;1;1;1;1;4;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;510.9;453.1;496.4;405.3;1;1;120;140;120;120;60;560;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;423.7;329.5;408.1;544.2;0;3;0;0;0;0;0;0;A
2,10E+11;3;M;1;1;1;2;0;2;1;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;448.6;528.6;558.2;529.1;0;1;120;120;120;140;140;640;B
2,10E+11;7;M;1;3;1;1;5;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;13;F;0;1;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;620.7;639;629.4;676.7;0;1;140;200;120;140;100;700;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3203205;Linhares;32;ES;3203205;Linhares;32;ES;1;1;1;1;1;1;1;506;603.6;577;528.1;0;1;160;180;140;140;80;700;A
2,10E+11;2;M;1;3;1;3;0;1;;1;;;;;3200607;Aracruz;32;ES;;;;1;1;1;1;456.2;469.6;403.8;408.1;0;1;100;140;80;80;160;560;B
2,10E+11;2;F;1;3;1;3;0;1;;1;;;;;3200169;Água Doce do Norte;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3202405;Guarapari;32;ES;3202405;Guarapari;32;ES;2;1;1;1;1;1;1;496.6;540.8;529.4;680.6;1;1;120;200;140;160;200;820;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3205002;Serra;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;536.1;521.4;491.4;549;1;1;120;40;40;120;40;360;B
2,10E+11;4;M;1;3;1;3;0;1;;1;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;584.2;542.5;548.4;514.3;0;1;80;120;120;100;120;540;B
2,10E+11;4;F;1;2;1;1;1;1;;0;;;;;3205101;Viana;32;ES;;;;1;1;1;1;588.7;576;594;469.9;1;1;160;200;180;180;180;900;B
2,10E+11;2;M;1;4;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;503.7;405.5;359.8;530.5;1;1;120;120;120;120;120;600;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;3205309;Vitória;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;550.7;540.2;573.6;663.7;0;1;160;200;140;180;180;860;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;407.9;541.4;489;503.5;1;1;160;200;180;200;180;920;B
2,10E+11;2;F;1;3;1;1;2;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;430.2;510.3;538.3;507;1;1;120;160;120;120;140;660;B
2,10E+11;5;M;1;2;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;490.9;541.4;541;399.9;1;1;120;120;120;120;80;560;B
2,10E+11;11;F;3;2;1;1;6;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;M;1;3;1;2;0;2;;0;3204906;São Mateus;32;ES;3204906;São Mateus;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;M;1;2;1;2;0;2;1;0;;;;;3203502;Montanha;32;ES;;;;1;1;1;1;471;461;433.5;354.1;1;1;120;120;40;120;80;480;B
2,10E+11;3;M;1;1;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3202306;Guaçuí;32;ES;;;;1;1;1;1;568.2;602.2;575.1;614.7;1;1;120;200;120;160;180;780;B
2,10E+11;4;F;1;1;2;1;1;1;;0;;;;;3203908;Nova Venécia;32;ES;;;;1;1;1;1;564.9;659.7;565.6;678.4;0;1;140;200;160;200;180;880;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3202108;Ecoporanga;32;ES;3202108;Ecoporanga;32;ES;2;1;1;1;1;1;1;441.8;377.4;448.1;570.1;1;1;140;120;120;120;140;640;B
2,10E+11;5;M;1;3;1;1;3;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;554.3;651.9;608.8;740;0;1;160;120;120;140;140;680;B
2,10E+11;5;M;1;3;1;1;2;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;489;363.8;549.3;444.7;1;1;80;120;80;120;0;400;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;540.9;581.4;581.7;509.9;0;1;160;200;140;180;200;880;B
2,10E+11;2;F;0;1;1;3;0;1;;1;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;497.5;512.3;518.2;540.8;0;1;120;200;120;120;180;740;B
2,10E+11;5;M;1;3;1;1;2;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;467.2;510.6;573.6;514.4;0;1;140;120;120;120;100;600;B
2,10E+11;4;M;1;2;1;2;0;2;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;471;510.9;461.4;424.4;0;1;100;120;120;120;160;620;B
2,10E+11;4;F;1;1;1;2;0;2;1;0;3200409;Anchieta;32;ES;3200409;Anchieta;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;503.9;642.9;580.7;683.9;0;1;160;200;180;200;200;940;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;586.3;543.1;588.5;635.5;1;1;120;120;120;120;180;660;B
2,10E+11;5;F;1;3;1;1;2;1;;0;;;;;3203056;Jaguaré;32;ES;;;;1;1;1;1;493.2;584.3;614.9;554.3;0;1;140;180;120;140;200;780;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;397.4;525.6;389;492.6;0;1;120;100;120;120;40;500;B
2,10E+11;3;F;1;3;1;3;0;1;;1;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;A
2,10E+11;4;F;1;3;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;406.8;527.9;525.5;535.5;1;1;120;100;80;120;120;540;B
2,10E+11;4;M;1;1;1;1;1;1;;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;624.4;626.2;648.6;725;0;1;160;200;180;160;180;880;B
2,10E+11;12;F;1;3;1;1;12;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;486.7;437.4;475;495.9;1;1;100;120;100;100;60;480;B
2,10E+11;4;M;1;3;1;2;0;2;;0;3203205;Linhares;32;ES;3203205;Linhares;32;ES;2;1;1;1;1;1;1;428.3;536.3;497.2;525.2;0;1;140;120;120;120;120;620;B
2,10E+11;2;M;1;2;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;419.6;533.2;514.7;475.1;0;1;100;120;120;140;120;600;B
2,10E+11;5;F;1;1;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;406.6;428.3;395.4;395.5;1;4;0;0;0;0;0;0;B
2,10E+11;9;M;1;3;1;1;6;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;489.1;518.2;501.8;479;1;1;100;120;80;120;60;480;A
2,10E+11;13;F;2;3;1;1;4;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;13;F;3;1;1;1;0;1;;0;;;;;3200607;Aracruz;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;5;M;1;2;2;2;0;2;;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;442;476.1;487.5;452.5;0;1;120;120;120;120;100;580;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;416.8;523.7;473.4;504.8;1;1;120;120;120;120;100;580;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;426.6;471.6;412.2;385.4;0;1;120;120;80;100;80;500;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;388.1;462;467.2;439.4;0;1;120;160;100;160;120;660;B
2,10E+11;9;F;0;1;1;1;0;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;560.8;582.2;609.2;566.6;0;1;120;120;100;120;140;600;B
2,10E+11;1;M;1;3;1;3;0;1;;1;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;482;546.9;562.1;537.5;0;1;80;160;120;120;80;560;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;573;553.3;537.4;553.2;0;1;80;200;120;120;120;640;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3205309;Vitória;32;ES;3205002;Serra;32;ES;2;1;1;0;1;1;0;;513.3;522.4;;0;4;0;0;0;0;0;0;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;500.3;506.5;572.9;589.6;0;1;160;140;120;160;180;760;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3203502;Montanha;32;ES;;;;1;1;1;1;422.7;467;489.5;561.1;1;1;120;120;100;140;100;580;B
2,10E+11;7;M;1;2;1;1;5;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;454.2;541.7;524.6;494.9;0;1;120;120;100;120;160;620;B
2,10E+11;2;F;1;2;1;2;0;2;1;0;3204906;São Mateus;32;ES;3204906;São Mateus;32;ES;2;1;1;1;1;1;1;406.3;543.3;500.4;465;1;1;120;40;40;120;40;360;B
2,10E+11;13;M;2;3;1;1;0;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;11;F;1;3;1;1;9;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;8;M;1;1;1;1;5;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;486.4;521.8;521;549;0;1;120;180;140;120;140;700;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;539.5;512.4;543.6;566.9;0;1;120;120;100;140;120;600;B
2,10E+11;11;F;1;2;1;1;8;1;;0;;;;;3200607;Aracruz;32;ES;;;;1;1;1;1;497.8;429.5;407.5;532.4;1;1;100;100;120;120;0;440;B
2,10E+11;1;F;1;3;1;3;0;1;;1;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3204906;São Mateus;32;ES;3204906;São Mateus;32;ES;2;1;1;1;1;1;1;490.8;557.4;536;429.1;0;1;160;200;180;200;160;900;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;461.4;574.1;503.3;635.7;1;1;160;200;160;180;200;900;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3205069;Venda Nova do Imigrante;32;ES;;;;1;1;1;1;501.1;565.2;551.3;451.3;1;1;160;160;120;160;160;760;B
2,10E+11;6;M;1;3;1;1;0;1;;0;;;;;3205309;Vitória;32;ES;;;;0;1;1;0;;435.9;415.5;;0;4;0;0;0;0;0;0;B
2,10E+11;3;F;1;3;1;1;1;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;15;M;2;2;1;1;0;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;M;1;1;1;1;1;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;616.6;340.9;343.1;696.8;1;1;160;180;160;180;160;840;B
2,10E+11;4;M;1;1;3;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;646.5;658.7;652.3;712.4;0;1;160;180;160;180;180;860;B
2,10E+11;2;M;1;3;1;2;0;2;1;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;2;1;1;1;1;1;462.2;506.9;539.6;652.8;0;1;160;200;200;200;180;940;B
2,10E+11;3;M;1;1;1;1;1;1;;0;;;;;3200102;Afonso Cláudio;32;ES;;;;1;1;1;1;578.8;608.3;636.5;516.5;0;1;140;200;160;160;200;860;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3205010;Sooretama;32;ES;3205010;Sooretama;32;ES;2;1;1;1;1;1;1;470.1;598.1;554.1;447.4;0;1;140;200;160;160;160;820;B
2,10E+11;3;M;1;1;1;1;1;1;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;2;1;1;1;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;477.6;549.4;527.2;643.6;1;1;100;180;120;120;160;680;B
2,10E+11;2;F;1;2;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;394.1;509.4;508.9;457.6;0;1;120;120;80;100;80;500;B
