NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,RACA,NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,IN_TREINEIRO,NO_MUNICIPIO_ESC,NO_MUNICIPIO_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Nova Venécia,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,M,1,nao_declarado,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,493.3,557.1,554.4,578.4,ingles,1.0,140.0,200.0,140.0,180.0,160.0,820.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Montanha,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Anchieta,0,1,1,0,,510.7,550.9,,espanhol,1.0,120.0,120.0,120.0,120.0,80.0,560.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Serra,1,1,1,1,475.8,477.4,541.8,403.3,ingles,1.0,120.0,160.0,100.0,120.0,60.0,560.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,466.3,448.7,435.9,358.8,ingles,1.0,120.0,120.0,120.0,120.0,60.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,454.3,570.2,466.6,637.1,ingles,1.0,120.0,160.0,100.0,120.0,180.0,680.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,424.9,566.2,407.0,557.0,ingles,1.0,120.0,160.0,120.0,140.0,180.0,720.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,507.0,573.9,625.2,479.8,ingles,1.0,140.0,200.0,140.0,120.0,140.0,740.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,0,1,1,0,,535.0,498.4,,ingles,1.0,100.0,160.0,100.0,120.0,80.0,560.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,417.1,495.8,436.9,418.9,ingles,1.0,140.0,200.0,120.0,160.0,140.0,760.0,sim
"2,10E+11",17,F,0,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,450.9,546.6,552.1,539.7,espanhol,1.0,80.0,120.0,100.0,120.0,80.0,500.0,nao
"2,10E+11",<_17,F,1,preta,2,3,nao_respondeu,1,,São Mateus,0,1,1,0,,531.3,488.0,,ingles,1.0,120.0,160.0,120.0,140.0,80.0,620.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Baixo Guandu,1,1,1,1,402.5,595.4,573.9,511.4,ingles,1.0,160.0,180.0,120.0,160.0,180.0,800.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Venda Nova do Imigrante,1,1,1,1,491.5,623.9,561.6,641.6,ingles,1.0,160.0,200.0,140.0,120.0,200.0,820.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Ecoporanga,0,1,1,0,,483.1,444.3,,ingles,1.0,80.0,120.0,100.0,100.0,120.0,520.0,sim
"2,10E+11",17,M,1,branca,2,3,nao_respondeu,1,,São Mateus,1,1,1,1,435.4,563.8,525.2,607.1,ingles,1.0,100.0,140.0,100.0,120.0,100.0,560.0,sim
"2,10E+11",<_17,F,1,branca,2,3,nao_respondeu,1,,Colatina,1,1,1,1,433.1,464.1,462.9,461.8,ingles,1.0,120.0,40.0,40.0,80.0,60.0,340.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,458.6,535.2,544.6,464.7,ingles,1.0,120.0,120.0,120.0,100.0,80.0,540.0,nao
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,533.5,595.2,566.7,612.4,ingles,1.0,120.0,200.0,120.0,160.0,160.0,760.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,562.8,587.3,570.0,659.9,espanhol,1.0,160.0,200.0,160.0,180.0,200.0,900.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,522.7,434.1,496.4,477.9,espanhol,1.0,120.0,160.0,100.0,120.0,140.0,640.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Iúna,1,1,1,1,423.0,491.8,552.1,549.7,espanhol,1.0,120.0,160.0,120.0,120.0,120.0,640.0,sim
"2,10E+11",19,F,1,parda,1,3,nao_respondeu,1,,Montanha,1,1,1,1,467.5,560.3,542.3,560.0,ingles,1.0,100.0,120.0,120.0,80.0,60.0,480.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,543.6,644.8,571.3,699.7,ingles,1.0,160.0,180.0,180.0,180.0,200.0,900.0,sim
"2,10E+11",18,M,3,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,543.7,637.8,614.0,723.3,ingles,1.0,100.0,180.0,120.0,140.0,180.0,720.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Itapemirim,1,1,1,1,423.8,528.1,534.5,607.2,ingles,1.0,120.0,120.0,100.0,120.0,100.0,560.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,557.9,529.0,563.8,672.9,ingles,1.0,120.0,180.0,120.0,120.0,140.0,680.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,amarela,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,457.4,430.4,440.4,628.4,espanhol,1.0,120.0,200.0,160.0,160.0,140.0,780.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,568.4,570.4,610.2,549.5,ingles,1.0,160.0,180.0,140.0,140.0,200.0,820.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,427.4,363.8,443.2,414.7,ingles,1.0,100.0,120.0,80.0,120.0,60.0,480.0,nao
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,434.3,476.6,422.6,399.0,ingles,1.0,100.0,100.0,80.0,100.0,40.0,420.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,439.2,554.0,529.1,485.8,ingles,1.0,100.0,120.0,120.0,120.0,80.0,540.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Iúna,1,1,1,1,488.0,587.5,561.1,712.9,espanhol,1.0,140.0,200.0,140.0,180.0,160.0,820.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,435.3,558.4,550.2,633.5,ingles,1.0,120.0,200.0,120.0,120.0,120.0,680.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,468.8,589.4,557.1,616.2,ingles,1.0,160.0,180.0,120.0,140.0,80.0,680.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Linhares,0,1,1,0,,464.7,483.7,,ingles,1.0,140.0,180.0,160.0,160.0,180.0,820.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,509.2,549.8,516.0,500.6,ingles,1.0,80.0,120.0,120.0,120.0,80.0,520.0,sim
"2,10E+11",18,M,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,516.1,438.5,494.2,540.9,ingles,1.0,120.0,120.0,80.0,80.0,80.0,480.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Afonso Cláudio,1,1,1,1,502.8,515.5,471.5,528.3,espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",18,M,1,parda,1,3,nao_respondeu,1,,Cariacica,0,0,0,0,,,,,espanhol,,,,,,,,nao
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,São Mateus,0,1,1,0,,553.0,594.2,,espanhol,1.0,120.0,120.0,120.0,120.0,20.0,500.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,espanhol,,,,,,,,nao
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,441.1,581.1,593.2,555.6,ingles,1.0,160.0,200.0,160.0,180.0,200.0,900.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,451.4,530.4,608.3,635.2,ingles,1.0,180.0,200.0,180.0,200.0,180.0,940.0,sim
"2,10E+11",<_17,M,0,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,467.2,540.4,475.9,583.8,ingles,1.0,160.0,200.0,160.0,200.0,200.0,920.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,399.4,467.3,524.3,439.9,ingles,1.0,80.0,120.0,80.0,120.0,0.0,400.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,407.5,475.6,493.0,507.9,ingles,1.0,120.0,120.0,120.0,120.0,0.0,480.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,579.0,633.0,594.1,731.1,ingles,1.0,160.0,140.0,140.0,120.0,180.0,740.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,530.3,575.7,565.5,530.9,ingles,1.0,140.0,200.0,160.0,140.0,160.0,800.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,466.7,553.8,553.4,555.9,ingles,1.0,120.0,180.0,120.0,140.0,140.0,700.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,0,0,1,596.1,,,628.6,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,404.4,522.1,385.5,421.2,ingles,1.0,140.0,200.0,120.0,100.0,140.0,700.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,375.8,533.4,458.2,450.8,espanhol,1.0,120.0,40.0,40.0,80.0,40.0,320.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Nova Venécia,1,1,1,1,593.7,593.3,551.3,641.3,espanhol,1.0,120.0,140.0,120.0,120.0,120.0,620.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,495.6,578.4,601.2,618.6,ingles,1.0,160.0,200.0,200.0,200.0,180.0,940.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Nova Venécia,1,1,1,1,469.6,432.8,502.9,437.7,ingles,1.0,80.0,120.0,80.0,100.0,120.0,500.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,0,1,1,0,,568.8,573.0,,ingles,1.0,160.0,200.0,200.0,160.0,140.0,860.0,sim
"2,10E+11",18,F,1,branca,2,3,nao_respondeu,1,,Colatina,1,1,1,1,415.6,518.2,511.3,374.3,ingles,1.0,120.0,120.0,120.0,120.0,60.0,540.0,nao
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,480.5,494.4,519.6,622.2,espanhol,1.0,140.0,180.0,160.0,160.0,160.0,800.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,402.9,513.8,477.3,539.8,ingles,1.0,120.0,100.0,100.0,120.0,140.0,580.0,sim
"2,10E+11",<_17,M,0,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,593.7,625.8,612.1,515.4,ingles,1.0,160.0,180.0,140.0,180.0,200.0,860.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,403.0,499.5,486.7,421.8,ingles,1.0,80.0,120.0,80.0,100.0,120.0,500.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,376.9,395.3,384.8,453.8,ingles,1.0,80.0,120.0,80.0,120.0,20.0,420.0,nao
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,505.2,471.0,436.2,437.3,ingles,1.0,120.0,200.0,100.0,120.0,0.0,540.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,412.2,578.7,510.6,567.8,ingles,1.0,120.0,140.0,120.0,140.0,140.0,660.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,570.6,669.7,550.6,609.7,ingles,1.0,140.0,200.0,200.0,180.0,200.0,920.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,523.1,583.2,531.4,678.1,ingles,1.0,160.0,200.0,120.0,160.0,160.0,800.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,514.2,531.8,571.8,540.9,ingles,1.0,120.0,180.0,120.0,140.0,140.0,700.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,560.8,574.7,554.2,395.8,ingles,1.0,140.0,120.0,120.0,120.0,200.0,700.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,522.3,608.5,544.4,670.2,espanhol,1.0,160.0,200.0,160.0,200.0,180.0,900.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,540.6,550.9,569.8,462.7,ingles,1.0,160.0,200.0,140.0,160.0,200.0,860.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,474.2,540.7,532.9,506.3,espanhol,1.0,100.0,140.0,120.0,100.0,120.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Santa Maria de Jetibá,1,1,1,1,484.6,587.0,556.3,561.0,ingles,1.0,120.0,140.0,120.0,120.0,100.0,600.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,549.1,610.9,590.5,708.9,ingles,1.0,160.0,200.0,160.0,160.0,160.0,840.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,616.3,623.8,612.7,797.2,ingles,1.0,160.0,200.0,180.0,200.0,160.0,900.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Montanha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Linhares,0,1,1,0,,437.3,556.7,,ingles,1.0,120.0,200.0,120.0,120.0,160.0,720.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Nova Venécia,1,1,1,1,496.8,599.9,503.8,578.4,espanhol,1.0,80.0,120.0,120.0,120.0,120.0,560.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Nova Venécia,1,1,1,1,579.7,632.3,562.1,648.8,ingles,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,602.6,595.8,500.3,679.3,ingles,1.0,120.0,200.0,140.0,160.0,200.0,820.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vitória,1,1,1,1,456.7,508.9,541.1,591.3,espanhol,1.0,160.0,180.0,120.0,140.0,100.0,700.0,sim
"2,10E+11",<_17,M,1,parda,2,3,nao_respondeu,1,,Colatina,0,1,1,0,,511.8,412.1,,ingles,1.0,100.0,40.0,40.0,120.0,40.0,340.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Iúna,1,1,1,1,454.8,588.1,504.8,600.2,espanhol,1.0,100.0,200.0,140.0,140.0,200.0,780.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,0,1,1,0,,656.8,670.9,,ingles,1.0,140.0,120.0,140.0,120.0,160.0,680.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,628.6,583.5,542.3,775.2,ingles,1.0,160.0,180.0,160.0,180.0,180.0,860.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,407.2,569.9,487.2,541.6,ingles,1.0,120.0,200.0,120.0,120.0,180.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Anchieta,1,1,1,1,491.3,591.5,570.3,666.8,ingles,1.0,160.0,200.0,160.0,180.0,180.0,880.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,406.2,445.8,386.4,439.6,ingles,3.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Guarapari,0,1,1,0,,546.3,538.7,,ingles,1.0,120.0,120.0,100.0,120.0,80.0,540.0,sim
"2,10E+11",<_17,F,1,parda,2,3,nao_respondeu,1,,Colatina,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,503.5,512.2,550.7,615.7,ingles,1.0,120.0,120.0,100.0,140.0,160.0,640.0,sim
"2,10E+11",17,F,1,nao_declarado,1,3,nao_respondeu,1,,Serra,0,1,1,0,,538.3,507.9,,ingles,1.0,140.0,160.0,120.0,160.0,140.0,720.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Linhares,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,595.4,590.7,,ingles,1.0,100.0,40.0,40.0,80.0,40.0,300.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,388.0,621.2,634.0,461.6,ingles,1.0,160.0,200.0,200.0,200.0,200.0,960.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Venda Nova do Imigrante,1,1,1,1,530.9,526.8,588.3,543.3,ingles,1.0,120.0,120.0,120.0,140.0,160.0,660.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,505.7,590.4,498.3,605.7,espanhol,1.0,160.0,200.0,160.0,200.0,160.0,880.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Marataízes,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,536.4,643.4,583.7,451.4,ingles,1.0,160.0,200.0,140.0,160.0,120.0,780.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,407.6,515.5,532.8,583.8,espanhol,1.0,140.0,100.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,519.3,581.8,570.0,600.3,ingles,1.0,160.0,200.0,160.0,180.0,180.0,880.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,551.0,569.3,534.0,731.5,ingles,1.0,160.0,200.0,160.0,160.0,200.0,880.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,495.1,619.7,611.9,660.2,ingles,1.0,160.0,200.0,160.0,160.0,200.0,880.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Baixo Guandu,1,1,1,1,530.3,578.0,518.4,623.1,ingles,1.0,120.0,120.0,120.0,120.0,80.0,560.0,sim
"2,10E+11",<_17,F,0,parda,1,3,nao_respondeu,1,,Colatina,0,1,1,0,,548.1,509.6,,ingles,1.0,120.0,100.0,100.0,100.0,140.0,560.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,481.6,363.9,331.3,439.7,ingles,3.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,424.7,600.4,563.9,677.0,ingles,1.0,100.0,200.0,140.0,160.0,200.0,800.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Linhares,1,1,1,1,450.2,572.5,578.3,625.6,espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,531.1,574.9,597.1,739.3,ingles,1.0,120.0,180.0,160.0,140.0,200.0,800.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Iúna,1,1,1,1,479.6,477.4,473.7,468.0,espanhol,1.0,140.0,180.0,140.0,120.0,160.0,740.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,383.8,420.1,424.3,434.2,ingles,6.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,421.3,503.5,435.0,374.2,espanhol,1.0,80.0,120.0,100.0,80.0,60.0,440.0,nao
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Afonso Cláudio,1,1,1,1,475.2,570.4,533.1,602.3,espanhol,1.0,140.0,160.0,160.0,180.0,140.0,780.0,nao
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,536.3,505.5,564.6,564.5,espanhol,1.0,140.0,120.0,140.0,120.0,140.0,660.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,571.5,503.8,573.5,607.0,ingles,1.0,160.0,160.0,120.0,120.0,180.0,740.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,546.2,609.0,549.0,458.3,ingles,1.0,160.0,180.0,140.0,140.0,180.0,800.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Iúna,1,1,1,1,526.6,470.1,415.8,479.1,espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",18,M,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,568.7,646.5,572.9,609.5,ingles,1.0,120.0,140.0,120.0,120.0,140.0,640.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,570.8,629.0,612.2,676.4,ingles,1.0,120.0,200.0,120.0,140.0,180.0,760.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,389.7,416.9,461.5,440.4,espanhol,1.0,120.0,160.0,120.0,140.0,80.0,620.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,426.1,522.6,529.6,441.6,espanhol,1.0,120.0,120.0,120.0,140.0,0.0,500.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Iúna,1,1,1,1,408.0,489.8,456.8,472.5,espanhol,1.0,120.0,80.0,120.0,120.0,80.0,520.0,sim
"2,10E+11",18,M,1,preta,1,3,nao_respondeu,1,,Ecoporanga,1,1,1,1,543.3,514.6,552.2,627.9,espanhol,1.0,80.0,120.0,100.0,120.0,120.0,540.0,nao
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Vitória,1,1,1,1,468.9,469.9,482.7,397.0,ingles,1.0,160.0,120.0,120.0,160.0,160.0,720.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Água Doce do Norte,0,1,1,0,,533.3,451.0,,ingles,1.0,120.0,120.0,100.0,120.0,120.0,580.0,nao
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,578.2,570.2,579.7,724.0,ingles,1.0,160.0,180.0,140.0,160.0,140.0,780.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,480.9,515.7,551.8,362.3,espanhol,1.0,100.0,180.0,140.0,120.0,140.0,680.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,427.2,521.3,501.8,522.1,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,479.2,517.5,547.1,512.6,ingles,1.0,120.0,200.0,100.0,100.0,80.0,600.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,0,1,1,0,,468.9,348.5,,ingles,1.0,100.0,120.0,120.0,120.0,40.0,500.0,sim
"2,10E+11",<_17,F,1,branca,2,3,nao_respondeu,1,,Iúna,1,1,1,1,494.9,515.3,494.4,494.3,espanhol,1.0,120.0,120.0,100.0,100.0,0.0,440.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,496.1,577.2,579.2,571.9,ingles,1.0,100.0,160.0,140.0,140.0,160.0,700.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,441.1,639.1,579.1,630.4,ingles,1.0,160.0,200.0,160.0,160.0,120.0,800.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,480.2,543.6,583.5,443.1,ingles,1.0,120.0,120.0,100.0,100.0,60.0,500.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,555.9,580.4,562.0,563.6,ingles,1.0,100.0,160.0,120.0,180.0,120.0,680.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Colatina,0,1,1,0,,489.8,491.6,,ingles,1.0,100.0,120.0,120.0,100.0,100.0,540.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,514.0,568.0,591.3,621.1,ingles,1.0,160.0,200.0,120.0,180.0,140.0,800.0,sim
