NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,RACA,NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,IN_TREINEIRO,NO_MUNICIPIO_ESC,NO_MUNICIPIO_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,0,1,1,0,,569.9,605.2,,ingles,1.0,140.0,40.0,40.0,120.0,40.0,380.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,498.0,565.2,489.9,582.1,espanhol,1.0,140.0,200.0,160.0,180.0,180.0,860.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,0,1,1,0,,510.3,492.2,,ingles,1.0,140.0,200.0,140.0,200.0,200.0,880.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,426.0,447.8,336.8,489.8,ingles,1.0,100.0,120.0,100.0,100.0,80.0,500.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,574.6,551.3,552.9,476.5,ingles,1.0,120.0,160.0,120.0,140.0,200.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,532.5,603.0,519.4,670.2,ingles,1.0,160.0,200.0,160.0,160.0,80.0,760.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Linhares,1,1,1,1,447.8,420.7,366.0,354.6,espanhol,1.0,120.0,120.0,100.0,120.0,80.0,540.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,449.4,581.7,550.0,514.8,espanhol,1.0,160.0,200.0,200.0,200.0,200.0,960.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Venda Nova do Imigrante,1,1,1,1,564.8,558.8,600.2,628.3,ingles,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Domingos Martins,1,1,1,1,467.7,472.5,470.2,652.8,espanhol,1.0,180.0,200.0,180.0,200.0,200.0,960.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,496.8,573.7,511.3,576.0,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,João Neiva,1,1,1,1,548.5,566.5,496.2,644.1,ingles,1.0,120.0,120.0,100.0,120.0,120.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,375.4,466.6,454.1,403.2,espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Serra,1,1,1,1,456.4,520.0,521.5,542.9,espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,488.8,518.0,500.1,458.9,espanhol,1.0,120.0,140.0,100.0,120.0,100.0,580.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Afonso Cláudio,1,1,1,1,506.4,560.4,552.8,635.0,espanhol,1.0,120.0,160.0,120.0,120.0,80.0,600.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,486.2,558.6,544.5,619.8,espanhol,1.0,120.0,140.0,80.0,120.0,120.0,580.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,442.2,559.2,540.3,498.6,ingles,1.0,120.0,140.0,120.0,120.0,100.0,600.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Iúna,0,1,1,0,,430.7,339.7,,espanhol,6.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,583.1,614.4,584.3,794.9,ingles,1.0,120.0,40.0,40.0,140.0,40.0,380.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,464.7,555.1,573.9,566.5,ingles,1.0,140.0,200.0,160.0,140.0,180.0,820.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,413.7,520.8,479.8,510.2,ingles,1.0,100.0,100.0,120.0,120.0,100.0,540.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,547.1,605.3,602.8,581.4,ingles,1.0,80.0,120.0,100.0,120.0,200.0,620.0,sim
"2,10E+11",19,F,1,nao_declarado,1,3,nao_respondeu,1,,Baixo Guandu,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,0,1,1,0,,549.9,508.6,,ingles,1.0,100.0,120.0,100.0,120.0,80.0,520.0,sim
"2,10E+11",<_17,F,1,branca,4,3,nao_respondeu,1,,Guarapari,1,1,1,1,527.6,589.9,547.1,658.8,ingles,1.0,140.0,140.0,120.0,140.0,20.0,560.0,nao
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,615.2,602.8,626.1,643.5,ingles,1.0,100.0,180.0,140.0,180.0,180.0,780.0,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,530.4,514.0,588.4,589.8,ingles,1.0,140.0,200.0,120.0,120.0,80.0,660.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,524.4,563.1,498.6,589.6,ingles,1.0,140.0,200.0,160.0,200.0,160.0,860.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,471.7,522.3,539.1,558.8,ingles,1.0,120.0,180.0,120.0,140.0,160.0,720.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,São Gabriel da Palha,1,1,1,1,416.4,575.1,555.4,544.2,espanhol,1.0,120.0,120.0,100.0,120.0,20.0,480.0,sim
"2,10E+11",17,F,1,parda,2,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,406.1,372.7,375.9,386.5,espanhol,1.0,80.0,120.0,100.0,100.0,40.0,440.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Iúna,0,1,1,0,,444.6,377.2,,ingles,1.0,100.0,120.0,80.0,120.0,100.0,520.0,nao
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,584.7,575.5,549.6,595.7,ingles,1.0,140.0,200.0,160.0,160.0,180.0,840.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,492.0,554.0,561.3,527.5,espanhol,1.0,120.0,180.0,120.0,120.0,200.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Iúna,1,1,1,1,458.2,497.8,525.4,517.5,ingles,1.0,140.0,200.0,120.0,100.0,120.0,680.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,561.4,506.5,547.5,537.2,ingles,1.0,160.0,180.0,140.0,180.0,180.0,840.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,461.1,489.0,563.6,394.2,ingles,1.0,160.0,200.0,120.0,80.0,180.0,740.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,509.3,653.6,615.1,620.9,ingles,1.0,160.0,200.0,200.0,180.0,160.0,900.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,532.3,566.3,533.1,577.2,espanhol,1.0,140.0,200.0,140.0,160.0,140.0,780.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Aracruz,0,1,1,0,,582.3,561.5,,ingles,1.0,140.0,140.0,140.0,120.0,160.0,700.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,567.0,597.3,614.2,718.0,ingles,1.0,160.0,200.0,160.0,200.0,160.0,880.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,506.0,374.0,536.3,688.1,espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Afonso Cláudio,1,1,1,1,466.8,538.1,583.4,624.0,espanhol,1.0,140.0,180.0,120.0,120.0,120.0,680.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,569.8,663.1,619.8,751.8,ingles,1.0,160.0,200.0,160.0,160.0,200.0,880.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,429.7,509.5,446.9,516.0,espanhol,1.0,120.0,140.0,120.0,160.0,140.0,680.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,579.4,604.2,608.3,578.2,espanhol,1.0,140.0,120.0,100.0,120.0,80.0,560.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,514.5,594.8,588.1,691.8,ingles,1.0,140.0,180.0,120.0,140.0,180.0,760.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,481.0,475.0,571.9,620.8,ingles,1.0,100.0,120.0,120.0,80.0,100.0,520.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,573.4,516.6,512.5,446.3,ingles,1.0,140.0,160.0,140.0,120.0,180.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,428.5,565.1,581.4,602.4,ingles,1.0,160.0,160.0,120.0,120.0,80.0,640.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Iúna,0,1,1,0,,531.2,561.0,,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Nova Venécia,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,634.0,407.4,611.0,732.6,ingles,1.0,120.0,160.0,120.0,120.0,140.0,660.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,535.2,543.4,572.8,646.9,ingles,1.0,160.0,200.0,120.0,160.0,160.0,800.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,563.7,568.0,596.6,686.0,ingles,1.0,160.0,180.0,120.0,140.0,140.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,561.7,639.4,643.1,768.2,ingles,1.0,160.0,200.0,180.0,200.0,200.0,940.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Conceição da Barra,0,1,1,0,,518.8,455.2,,espanhol,1.0,120.0,120.0,100.0,100.0,120.0,560.0,sim
"2,10E+11",17,F,1,nao_declarado,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,518.9,428.3,503.7,647.4,ingles,1.0,140.0,120.0,100.0,160.0,100.0,620.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Jaguaré,1,1,1,1,394.6,502.1,491.7,479.3,espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Castelo,1,1,1,1,436.5,532.1,532.0,572.1,ingles,1.0,100.0,120.0,100.0,120.0,120.0,560.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,584.9,614.3,599.0,735.7,ingles,1.0,180.0,200.0,180.0,200.0,180.0,940.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,499.8,606.3,579.9,617.7,ingles,1.0,160.0,200.0,180.0,200.0,180.0,920.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Montanha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,455.7,438.9,506.8,446.7,espanhol,1.0,140.0,160.0,120.0,180.0,180.0,780.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,402.7,551.6,534.6,452.4,ingles,1.0,120.0,120.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,439.7,515.3,459.1,477.4,ingles,1.0,100.0,100.0,80.0,80.0,0.0,360.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,467.3,465.8,418.0,397.8,ingles,1.0,100.0,100.0,80.0,100.0,100.0,480.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,424.7,578.4,580.0,652.3,ingles,1.0,80.0,180.0,120.0,120.0,40.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Iúna,1,1,1,1,420.7,481.9,467.4,487.4,espanhol,1.0,80.0,140.0,120.0,160.0,140.0,640.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,599.2,565.9,605.4,547.8,ingles,1.0,120.0,180.0,120.0,160.0,160.0,740.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,531.8,615.4,649.5,606.2,ingles,1.0,160.0,200.0,180.0,200.0,200.0,940.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,435.0,596.5,599.1,539.9,espanhol,1.0,120.0,180.0,120.0,160.0,140.0,720.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,590.9,656.3,614.4,808.0,ingles,1.0,160.0,200.0,160.0,200.0,200.0,920.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,445.4,473.5,515.4,590.3,espanhol,1.0,120.0,120.0,120.0,160.0,160.0,680.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Linhares,1,1,1,1,445.8,526.2,509.0,451.3,ingles,1.0,80.0,120.0,100.0,120.0,20.0,440.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,424.2,359.7,316.1,446.9,espanhol,1.0,140.0,120.0,120.0,120.0,140.0,640.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Guaçuí,1,1,1,1,437.6,514.3,524.0,525.5,espanhol,1.0,80.0,40.0,40.0,80.0,40.0,280.0,sim
"2,10E+11",<_17,F,1,branca,0,3,nao_respondeu,1,,Iúna,0,1,1,0,,462.4,298.4,,ingles,6.0,0.0,0.0,0.0,0.0,0.0,0.0,nao
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,566.1,615.3,613.9,406.3,ingles,1.0,160.0,140.0,120.0,180.0,180.0,780.0,nao
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,458.8,544.4,557.8,612.0,ingles,1.0,140.0,200.0,120.0,160.0,100.0,720.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vitória,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Colatina,1,1,1,1,396.1,502.9,519.5,552.3,espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,484.2,589.6,580.6,596.1,ingles,1.0,160.0,200.0,160.0,180.0,200.0,900.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,579.2,606.3,580.9,628.5,ingles,1.0,120.0,200.0,140.0,140.0,120.0,720.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,447.7,548.7,518.9,464.6,ingles,1.0,120.0,180.0,100.0,180.0,120.0,700.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,568.0,641.4,617.9,665.5,ingles,1.0,160.0,120.0,120.0,120.0,140.0,660.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,502.5,382.8,,espanhol,1.0,100.0,120.0,100.0,120.0,40.0,480.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Vitória,0,0,0,0,,,,,espanhol,,,,,,,,nao
"2,10E+11",18,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,508.8,423.1,502.6,505.6,espanhol,1.0,80.0,40.0,40.0,80.0,40.0,280.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Castelo,1,1,1,1,476.0,573.6,589.6,644.0,espanhol,1.0,120.0,160.0,140.0,120.0,0.0,540.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,548.4,464.7,508.1,492.1,ingles,1.0,140.0,160.0,120.0,140.0,100.0,660.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,482.4,444.3,377.8,388.9,ingles,1.0,80.0,120.0,80.0,100.0,20.0,400.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,565.7,562.7,540.8,507.9,ingles,1.0,160.0,200.0,160.0,200.0,160.0,880.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,502.0,542.5,511.5,521.6,espanhol,1.0,120.0,200.0,120.0,140.0,140.0,720.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,405.4,517.4,503.9,409.7,espanhol,1.0,120.0,40.0,40.0,120.0,40.0,360.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,464.4,612.0,550.2,621.4,ingles,1.0,140.0,200.0,140.0,180.0,160.0,820.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,398.9,656.3,536.0,745.9,ingles,1.0,160.0,200.0,180.0,180.0,140.0,860.0,sim
"2,10E+11",19,F,1,branca,1,3,nao_respondeu,1,,Serra,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,437.9,606.1,627.7,733.8,ingles,1.0,160.0,200.0,160.0,180.0,200.0,900.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Alegre,1,1,1,1,562.6,588.9,564.2,617.0,ingles,1.0,120.0,200.0,140.0,160.0,120.0,740.0,sim
"2,10E+11",61_65,F,2,preta,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,466.9,430.9,331.7,471.4,espanhol,1.0,80.0,120.0,80.0,80.0,80.0,440.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,495.7,536.3,594.1,620.3,ingles,1.0,120.0,120.0,120.0,120.0,80.0,560.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Vitória,1,1,1,1,585.0,646.7,615.3,655.6,ingles,1.0,140.0,120.0,140.0,180.0,180.0,760.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,465.3,564.6,477.2,531.5,ingles,1.0,120.0,160.0,100.0,120.0,80.0,580.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,601.0,669.8,621.6,723.4,ingles,1.0,120.0,200.0,120.0,160.0,160.0,760.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Nova Venécia,1,1,1,1,581.1,645.8,613.1,774.1,ingles,1.0,140.0,200.0,120.0,160.0,160.0,780.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,0,1,1,0,,475.4,406.1,,espanhol,1.0,120.0,160.0,120.0,120.0,100.0,620.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,531.0,556.7,537.4,747.6,ingles,1.0,160.0,200.0,140.0,180.0,200.0,880.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,430.5,536.8,577.8,408.9,ingles,1.0,100.0,200.0,120.0,120.0,100.0,640.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,474.3,533.5,513.1,406.6,ingles,1.0,120.0,120.0,120.0,100.0,80.0,540.0,sim
"2,10E+11",17,F,3,branca,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,545.7,605.7,583.7,502.2,espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,458.7,490.7,505.0,532.2,ingles,1.0,140.0,140.0,120.0,140.0,160.0,700.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,499.8,535.7,521.4,693.4,ingles,1.0,120.0,120.0,120.0,120.0,40.0,520.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,514.1,576.5,518.5,507.4,espanhol,1.0,140.0,120.0,120.0,100.0,140.0,620.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,553.3,576.8,574.7,648.8,ingles,1.0,120.0,200.0,140.0,200.0,180.0,840.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,524.7,538.9,476.5,598.7,ingles,1.0,140.0,120.0,120.0,120.0,80.0,580.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,557.0,617.8,576.8,693.4,ingles,1.0,160.0,200.0,200.0,200.0,200.0,960.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,0,1,1,0,,430.9,494.2,,ingles,1.0,120.0,120.0,120.0,120.0,60.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Itapemirim,0,1,1,0,,428.5,413.9,,ingles,1.0,120.0,120.0,100.0,120.0,120.0,580.0,sim
"2,10E+11",19,M,1,preta,1,3,nao_respondeu,1,,Vila Velha,0,1,1,0,,461.3,446.5,,espanhol,1.0,120.0,160.0,120.0,120.0,100.0,620.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,521.4,543.3,523.6,490.6,ingles,1.0,140.0,160.0,140.0,180.0,180.0,800.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,437.3,362.4,514.4,515.3,ingles,1.0,120.0,160.0,140.0,140.0,160.0,720.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,435.3,344.6,390.5,540.0,ingles,8.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,587.5,525.1,555.0,635.3,ingles,1.0,80.0,160.0,120.0,120.0,100.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Itapemirim,1,1,1,1,562.6,631.7,596.0,612.6,ingles,1.0,120.0,140.0,140.0,120.0,120.0,640.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,379.9,490.3,438.8,392.7,ingles,1.0,140.0,120.0,80.0,100.0,40.0,480.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Castelo,0,1,1,0,,495.3,495.8,,espanhol,1.0,140.0,120.0,120.0,120.0,160.0,660.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,578.8,582.8,539.0,768.8,ingles,1.0,120.0,180.0,120.0,120.0,140.0,680.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,444.0,476.1,473.4,431.5,ingles,1.0,100.0,160.0,80.0,120.0,160.0,620.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,437.5,408.6,473.1,519.8,ingles,1.0,120.0,120.0,80.0,100.0,100.0,520.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Guarapari,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Santa Teresa,0,1,1,0,,589.0,571.4,,ingles,1.0,120.0,120.0,120.0,160.0,80.0,600.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,492.5,612.1,587.4,575.8,ingles,1.0,100.0,100.0,80.0,120.0,120.0,520.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,587.1,515.4,521.7,684.7,espanhol,1.0,160.0,200.0,180.0,200.0,180.0,920.0,sim
"2,10E+11",<_17,M,1,branca,4,3,nao_respondeu,1,,Vila Velha,1,1,1,1,494.8,557.0,535.2,606.9,espanhol,1.0,160.0,200.0,160.0,200.0,200.0,920.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,510.9,668.8,603.1,717.5,ingles,1.0,160.0,180.0,140.0,180.0,180.0,840.0,sim
